"accuratePass" "goalsConceded" "saves" "goalKicks" "totalPass" "gameStarted" "minsPlayed" "totalClearance" "formationPlace" "fecha" "idequipo" "equipo" "idjugador" "position" "wonTackle" "lostCorners" "totalScoringAtt" "totalThrows" "totalTackle" "shotOffTarget" "fouls" "wasFouled" "ontargetScoringAtt" "goals" "totalSubOff" "wonCorners" "yellowCard" "cornerTaken" "totalSubOn" "stats[2, ]" "local" "id_partido" "blockedScoringAtt" "totalOffside" "goalAssist" "cleanSheet" "ownGoals" "redCard" "penaltyFaced" "penGoalsConceded" "penaltyConceded" "penaltyWon" "penaltySave" "secondYellow"
"35" "4" "8" "12" "40" "1" "90" "5" "1" "2017-10-10Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "2f5hdor2uv8hfxnieyvivsesp" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA NA NA NA NA NA NA NA NA NA
"29" "4" NA NA "39" "1" "90" "4" "3" "2017-10-10Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "aobbheercpi5mwllpi7crnzzd" "Defender" "2" NA "1" "14" "4" NA "2" NA NA NA NA "1" NA NA NA NA FALSE "5yf8fnob2h2ishy4n3u446u7e" "1" NA NA NA NA NA NA NA NA NA NA NA
"40" "2" NA NA "51" "1" "45" "5" "6" "2017-10-10Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "ef8hbayqx2yv2vqhgm2wranl5" "Defender" "1" "1" NA NA "1" NA NA "2" NA NA "1" NA NA NA NA NA FALSE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA NA NA NA NA NA NA NA NA NA
"82" "4" NA NA "100" "1" "90" "6" "5" "2017-10-10Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "178x7qayi0zn7c24tkyl02yuh" "Defender" "3" "2" "1" NA "4" "1" "1" NA NA NA NA NA NA NA NA NA FALSE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA NA NA NA NA NA NA NA NA NA
"19" "4" NA NA "33" "1" "90" "4" "2" "2017-10-10Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "8zs4ev8k1v0bs7dzqscxbyy95" "Defender" "1" NA NA "2" "1" NA NA NA NA NA NA "1" NA NA NA NA FALSE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA NA NA NA NA NA NA NA NA NA
"37" "4" NA NA "45" "1" "90" "5" "4" "2017-10-10Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "awxjnhn762q09xe59hozfjsa1" "Defensive Midfielder" NA "1" "4" "4" "1" "1" NA "1" "2" NA NA "1" NA NA NA NA FALSE "5yf8fnob2h2ishy4n3u446u7e" "1" NA NA NA NA NA NA NA NA NA NA NA
"26" "4" NA NA "41" "1" "90" "1" "8" "2017-10-10Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "7at6knpizbafid4br861pi6zt" "Defensive Midfielder" "2" NA "1" NA "2" NA "1" "3" NA NA NA NA NA NA NA NA FALSE "5yf8fnob2h2ishy4n3u446u7e" "1" NA NA NA NA NA NA NA NA NA NA NA
"4" "4" NA NA "12" "1" "90" NA "11" "2017-10-10Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "75heh0647vepncl0a1x0lbh7t" "Attacking Midfielder" "2" NA "1" "1" "4" NA "2" "3" NA NA NA "1" NA NA NA NA FALSE "5yf8fnob2h2ishy4n3u446u7e" "1" NA NA NA NA NA NA NA NA NA NA NA
"10" "2" NA NA "14" "1" "45" NA "10" "2017-10-10Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "czhpzk696i2v54hpk9x2auw9" "Attacking Midfielder" NA NA NA NA NA NA "1" NA NA NA "1" NA NA "2" NA NA FALSE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA NA NA NA NA NA NA NA NA NA
"9" "4" NA NA "16" "1" "77" "1" "7" "2017-10-10Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "2c796ozt5nw1l8n61cwtv9all" "Attacking Midfielder" "1" NA "1" NA "1" "1" "2" "2" NA NA "1" NA NA NA NA NA FALSE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA NA NA NA NA NA NA NA NA NA
"5" "4" NA NA "9" "1" "90" NA "9" "2017-10-10Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "2mhcqwpftx46hwl2r7smhog6h" "Striker" NA NA "3" NA NA "2" NA "2" NA NA NA NA NA NA NA NA FALSE "5yf8fnob2h2ishy4n3u446u7e" "1" NA NA NA NA NA NA NA NA NA NA NA
"10" "2" NA "1" "16" NA "45" NA "0" "2017-10-10Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "f1fqy6hf0ifxdxexlqldcuwo9" "Substitute" "3" NA "1" NA "4" NA "3" NA "1" NA NA "1" "1" "3" "1" NA FALSE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-10Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "280fh7f5q9lud8lk8reyu7fxm" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-10Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "7asf8x36drurn0igq0iilyvhl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-10Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "c33oh82hdxlybi7htir8vrxex" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-10Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "bibz1qxakmbflq73marmo4nop" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-10Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "1zog7ueij0s0tebs0kwyzp52h" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-10Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "12aiyv96y3vl94r227c1xnld5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA NA NA NA NA NA NA NA NA NA
"2" NA NA NA "3" NA "13" NA "0" "2017-10-10Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "bkcsemz8a4gie4v9z1u4h6221" "Substitute" "2" NA NA NA "2" NA NA "1" NA NA NA NA NA NA "1" NA FALSE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA NA NA NA NA NA NA NA NA NA
"13" "2" NA NA "13" NA "45" NA "0" "2017-10-10Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "du9vq193cqx7gmve30eijws15" "Substitute" NA NA "3" NA NA "1" "1" "2" "1" NA NA NA NA NA "1" NA FALSE "5yf8fnob2h2ishy4n3u446u7e" "1" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-10Z" "3y95bau6y29yjq9lwc2ij50ws" "Germany U17" "a682gvlx9cc1t4efp0qqae7s9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "5yf8fnob2h2ishy4n3u446u7e" NA NA NA NA NA NA NA NA NA NA NA NA
"12" "1" "5" "10" "33" "1" "90" "4" "1" "2017-10-07Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "c4rgzrm167qgwi066i1ad910q" "Goalkeeper" NA "1" NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA NA NA NA NA NA
"10" "1" NA NA "17" "1" "90" "2" "3" "2017-10-07Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "bg4k1nd76w3zmfyezv4db8vvu" "Defender" NA NA NA "1" "1" NA "1" NA NA NA NA NA NA "5" NA NA TRUE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA NA NA NA NA NA
"17" "1" NA NA "26" "1" "90" "6" "6" "2017-10-07Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "2u32m2h22so8bvi97znl4iuei" "Defender" NA "1" "1" "9" "1" "1" NA NA NA NA NA NA NA NA NA NA TRUE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA NA NA NA NA NA
"12" "1" NA NA "22" "1" "90" "2" "5" "2017-10-07Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "el4cuy5nbs002zkk4hfmfcfvu" "Defender" NA "1" "1" "1" "1" "1" NA "1" NA NA NA NA NA NA NA NA TRUE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA NA NA NA NA NA
"9" "1" NA NA "19" "1" "90" "1" "2" "2017-10-07Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "4gi3khl8qa0bfpn3ay8nzqfze" "Defender" "3" "1" NA "5" "3" NA NA "1" NA NA NA NA NA NA NA NA TRUE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA NA NA NA NA NA
"9" "1" NA NA "15" "1" "90" NA "11" "2017-10-07Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "1cq6egg79mktszfxbuz1r4l0q" "Midfielder" NA NA "5" "1" NA "2" NA "3" "1" NA NA "2" NA "2" NA NA TRUE "5y7gqqmaoy7nqaivwtj8d2kq2" "2" NA NA NA NA NA NA NA NA "1" NA NA
"21" "1" NA NA "32" "1" "90" "1" "8" "2017-10-07Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "8rtor85rl2paa21tsihyk0wve" "Midfielder" NA NA "3" NA NA "1" "2" "1" NA NA NA NA NA NA NA NA TRUE "5y7gqqmaoy7nqaivwtj8d2kq2" "2" NA NA NA NA NA NA NA NA NA NA NA
"10" "1" NA NA "24" "1" "90" "2" "4" "2017-10-07Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "bcffezszqa4mlndhy503hf7jd" "Midfielder" "2" NA "3" NA "3" NA "2" "1" "1" "1" NA "1" NA NA NA NA TRUE "5y7gqqmaoy7nqaivwtj8d2kq2" "2" NA NA NA NA NA NA NA NA NA NA NA
"4" NA NA NA "5" "1" "55" NA "7" "2017-10-07Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "b712qhofdzej1ochl3r7u8ag9" "Midfielder" "2" NA "1" NA "2" "1" NA "2" NA NA "1" "2" NA NA NA NA TRUE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA NA NA NA NA NA
"4" NA NA NA "13" "1" "86" NA "9" "2017-10-07Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "5ghpsybqgvquh7yffa117tg8a" "Striker" NA NA "2" NA NA NA "6" "1" "1" "1" "1" "1" NA NA NA NA TRUE "5y7gqqmaoy7nqaivwtj8d2kq2" "1" NA NA NA NA NA NA NA NA NA NA NA
"11" NA NA NA "20" "1" "80" NA "10" "2017-10-07Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "72xzl0yjdetvqp2n1pmzyqvze" "Striker" "1" NA "3" NA "2" "2" NA "2" NA NA "1" "1" NA NA NA NA TRUE "5y7gqqmaoy7nqaivwtj8d2kq2" "1" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "1lcakl7t04rzbmky1e5bcwjfu" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "efwjag9l37531rogc64a88yui" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA NA NA NA NA NA
"4" "1" NA NA "7" NA "10" NA "0" "2017-10-07Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "69mpfq9mrx5t6llt63o315ap6" "Substitute" NA NA "1" NA NA NA "2" NA "1" "1" NA NA NA NA "1" NA TRUE "5y7gqqmaoy7nqaivwtj8d2kq2" NA "1" NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "dczcx8hs8187nl1r7qyvufre2" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "4w58fg8a64gzav3ky9ixaf4h6" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "5s14mp883ymmkqikhpvdbl9ii" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA NA NA NA NA NA
"5" "1" NA NA "10" NA "35" NA "0" "2017-10-07Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "65mfc352d0liq3ip4msg455ux" "Substitute" NA "1" "3" "1" NA "2" "2" "1" NA NA NA NA "1" NA "1" NA TRUE "5y7gqqmaoy7nqaivwtj8d2kq2" "1" NA "1" NA NA NA NA NA NA NA NA NA
"1" "1" NA NA "3" NA "4" NA "0" "2017-10-07Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "9souqcrbhumzi2zey97nnugkq" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA TRUE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "1exnl6w0qt5xksgxdgqvqf2wa" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA NA NA NA NA NA
"18" "3" "1" "10" "29" "1" "90" "2" "1" "2017-10-07Z" "7tv784794ckteqaizpwgwn38w" "Guinea U17" "28he05k7o474j2pn7860b378q" "Goalkeeper" NA "1" NA NA NA NA NA "2" NA NA NA NA NA NA NA NA FALSE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA "1" "1" NA NA NA NA
"28" "2" NA NA "39" "1" "86" NA "3" "2017-10-07Z" "7tv784794ckteqaizpwgwn38w" "Guinea U17" "ad7nqvrsg2j0oox26rwj9e162" "Defender" "1" "1" NA "10" "3" NA NA "1" NA NA "1" "1" NA "1" NA NA FALSE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA "1" NA NA NA NA
"40" "1" NA NA "51" "1" "68" "4" "6" "2017-10-07Z" "7tv784794ckteqaizpwgwn38w" "Guinea U17" "8x4bjdpfx8m3zvtx74y9necmi" "Defender" "2" "3" NA NA "2" NA "2" "1" NA NA NA NA "1" NA NA NA FALSE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA "1" NA NA "1" NA NA NA
"78" "3" NA NA "89" "1" "90" "2" "5" "2017-10-07Z" "7tv784794ckteqaizpwgwn38w" "Guinea U17" "dgwrfx1s9xb6yltzz8nk5fp7u" "Defender" "1" "2" NA NA "1" NA NA "1" NA NA NA NA NA NA NA NA FALSE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA "1" NA NA NA NA
"40" "3" NA NA "53" "1" "90" "1" "2" "2017-10-07Z" "7tv784794ckteqaizpwgwn38w" "Guinea U17" "3ld5ncmwqnna6584p5pb315re" "Defender" "1" NA NA "4" "1" NA "1" "3" NA NA NA NA NA NA NA NA FALSE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA "1" NA NA NA NA "1" NA NA NA NA
"63" "2" NA NA "69" "1" "81" "2" "11" "2017-10-07Z" "7tv784794ckteqaizpwgwn38w" "Guinea U17" "8b31az5gp4zi0ysxf9gkuos4q" "Midfielder" "2" NA "2" NA "3" NA "2" "1" "1" NA "1" "1" NA NA NA NA FALSE "5y7gqqmaoy7nqaivwtj8d2kq2" "1" NA NA NA NA NA NA "1" NA NA NA NA
"44" "3" NA NA "60" "1" "90" "3" "8" "2017-10-07Z" "7tv784794ckteqaizpwgwn38w" "Guinea U17" "8x1x0uvlzvi57rvgj9e1trhii" "Midfielder" NA NA "3" "1" NA "2" "3" "1" "1" NA NA "1" NA NA NA NA FALSE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA "1" NA NA NA NA
"41" "3" NA NA "55" "1" "90" "1" "4" "2017-10-07Z" "7tv784794ckteqaizpwgwn38w" "Guinea U17" "1lyrbno1lr5gz5bvh97p8jfqi" "Midfielder" "2" NA "1" "1" "4" "1" "4" "4" NA NA NA NA NA "3" NA NA FALSE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA "1" NA NA NA NA
"18" "3" NA NA "25" "1" "90" NA "7" "2017-10-07Z" "7tv784794ckteqaizpwgwn38w" "Guinea U17" "db4vmnlzulerr8iqzryi2i4q2" "Midfielder" NA NA "5" NA NA "1" NA NA "4" "1" NA "1" NA NA NA NA FALSE "5y7gqqmaoy7nqaivwtj8d2kq2" NA "1" NA NA NA NA NA "1" NA NA NA NA
"37" "2" NA NA "45" "1" "72" NA "9" "2017-10-07Z" "7tv784794ckteqaizpwgwn38w" "Guinea U17" "bxzhhmig5if9pznqa0fgxlyei" "Striker" NA NA "2" NA NA "1" "1" NA "1" NA "1" NA NA NA NA NA FALSE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA "1" NA NA NA NA
"13" "3" NA NA "18" "1" "90" "3" "10" "2017-10-07Z" "7tv784794ckteqaizpwgwn38w" "Guinea U17" "7oebs8pyf2dg5wpupsc2k1coa" "Striker" NA NA "2" NA NA NA "1" NA NA NA NA "1" "1" NA NA NA FALSE "5y7gqqmaoy7nqaivwtj8d2kq2" "2" NA NA NA NA NA NA "1" NA NA NA NA
"4" "1" NA NA "6" NA "9" NA "0" "2017-10-07Z" "7tv784794ckteqaizpwgwn38w" "Guinea U17" "erfosao9hj8roitkxm6kof5nu" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA "1" "1" NA FALSE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "7tv784794ckteqaizpwgwn38w" "Guinea U17" "3web0vyouucti1wl21mqj0h9m" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "7tv784794ckteqaizpwgwn38w" "Guinea U17" "8yewqae3bdpt2599hw71g0lt6" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "7tv784794ckteqaizpwgwn38w" "Guinea U17" "byjs3vp9qd6frdn391qfirrl6" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "7tv784794ckteqaizpwgwn38w" "Guinea U17" "12dr7ieretji26306eijx9v1m" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "7tv784794ckteqaizpwgwn38w" "Guinea U17" "434ydysl6oyoja2u1z0zjsq5m" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA NA NA NA NA NA
"7" "1" NA NA "8" NA "18" NA "0" "2017-10-07Z" "7tv784794ckteqaizpwgwn38w" "Guinea U17" "a67zazhyelz291sozws56gmzu" "Substitute" NA NA "1" NA NA "1" NA NA NA NA NA NA NA NA "1" NA FALSE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA NA NA NA NA NA
"1" "1" NA NA "2" NA "4" NA "0" "2017-10-07Z" "7tv784794ckteqaizpwgwn38w" "Guinea U17" "cb6jhjwaemx7gje0drj32hht6" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA FALSE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "7tv784794ckteqaizpwgwn38w" "Guinea U17" "5fbivmoj5idwum08vj0mn8sq2" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-07Z" "7tv784794ckteqaizpwgwn38w" "Guinea U17" "bvrnem7nc4hu6qrbmkpc062ju" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" FALSE "5y7gqqmaoy7nqaivwtj8d2kq2" NA NA NA NA NA NA NA NA NA NA NA NA
"11" "1" "4" "13" "33" "1" "90" "3" "1" "2017-10-17Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "c4rgzrm167qgwi066i1ad910q" "Goalkeeper" NA "1" NA NA NA NA NA "1" NA NA NA NA NA NA NA NA TRUE "12qb8kwyd09r8et8hzwwwijca" NA NA "1" NA NA NA NA NA NA NA NA NA
"7" "1" NA NA "12" "1" "90" "6" "3" "2017-10-17Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "bg4k1nd76w3zmfyezv4db8vvu" "Defender" "1" "3" NA "8" "3" NA "2" "1" NA NA NA NA NA "4" NA NA TRUE "12qb8kwyd09r8et8hzwwwijca" NA NA NA NA NA NA NA NA NA NA NA NA
"7" "1" NA NA "15" "1" "90" "2" "6" "2017-10-17Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "9souqcrbhumzi2zey97nnugkq" "Defender" "3" "2" "1" NA "5" "1" "1" "4" NA NA NA NA NA NA NA NA TRUE "12qb8kwyd09r8et8hzwwwijca" NA NA NA NA NA NA NA NA NA NA NA NA
"1" "1" NA NA "11" "1" "90" "9" "5" "2017-10-17Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "el4cuy5nbs002zkk4hfmfcfvu" "Defender" "2" NA NA "2" "3" NA NA NA NA NA NA NA NA NA NA NA TRUE "12qb8kwyd09r8et8hzwwwijca" NA NA NA NA NA NA NA NA NA NA NA NA
"8" "1" NA NA "15" "1" "90" "4" "2" "2017-10-17Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "4gi3khl8qa0bfpn3ay8nzqfze" "Defender" NA "1" "1" "8" "1" "1" "1" NA NA NA NA NA NA NA NA NA TRUE "12qb8kwyd09r8et8hzwwwijca" NA NA NA NA NA NA NA NA NA NA NA NA
"6" "1" NA NA "17" "1" "90" NA "11" "2017-10-17Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "1cq6egg79mktszfxbuz1r4l0q" "Midfielder" "1" NA "1" "1" "4" NA "1" "4" NA NA NA NA "1" "1" NA NA TRUE "12qb8kwyd09r8et8hzwwwijca" "1" NA NA NA NA NA NA NA NA "1" NA NA
"5" "1" NA NA "8" "1" "62" NA "8" "2017-10-17Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "efwjag9l37531rogc64a88yui" "Midfielder" "2" NA "1" NA "3" NA "1" NA NA NA "1" NA NA NA NA NA TRUE "12qb8kwyd09r8et8hzwwwijca" "1" NA NA NA NA NA NA NA NA NA NA NA
"14" "1" NA NA "24" "1" "90" NA "4" "2017-10-17Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "bcffezszqa4mlndhy503hf7jd" "Midfielder" "3" "1" "1" NA "3" NA "1" NA "1" "1" NA NA NA NA NA NA TRUE "12qb8kwyd09r8et8hzwwwijca" NA NA NA NA NA NA NA NA NA NA NA NA
"6" "1" NA NA "11" "1" "86" "1" "7" "2017-10-17Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "b712qhofdzej1ochl3r7u8ag9" "Midfielder" "2" NA "5" NA "2" "2" NA "1" "1" NA "1" "3" "1" NA NA NA TRUE "12qb8kwyd09r8et8hzwwwijca" "2" NA NA NA NA NA NA NA NA NA NA NA
"11" "1" NA NA "19" "1" "90" "1" "9" "2017-10-17Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "5ghpsybqgvquh7yffa117tg8a" "Striker" NA NA "7" NA "1" NA "5" NA "6" "1" NA "2" "1" NA NA NA TRUE "12qb8kwyd09r8et8hzwwwijca" "1" NA NA NA NA NA NA NA NA NA NA NA
"14" "1" NA NA "23" "1" "84" NA "10" "2017-10-17Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "72xzl0yjdetvqp2n1pmzyqvze" "Striker" NA NA "1" NA NA NA NA NA NA NA "1" NA NA NA NA NA TRUE "12qb8kwyd09r8et8hzwwwijca" "1" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2017-10-17Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "1lcakl7t04rzbmky1e5bcwjfu" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" TRUE "12qb8kwyd09r8et8hzwwwijca" NA NA NA NA NA NA NA NA NA NA NA NA
"1" NA NA NA "2" NA "28" "4" "0" "2017-10-17Z" "7a5nqhw9ot4avmefuc87s9nrm" "Iran U17" "2u32m2h22so8bvi97znl4iuei" "Substitute" "1" NA NA NA "1" NA NA NA NA NA NA NA NA NA "1" NA TRUE "12qb8kwyd09r8et8hzwwwijca" NA NA NA NA NA NA NA NA NA NA NA NA
